Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Min,Q1,Median,Q3,Max,Op/s,CI99.9% Margin,Iterations,Rank,Baseline,Code Size,Completed Work Items,Lock Contentions,Gen0,Exceptions,Gen1,Gen2,Allocated
'AddCacheItem: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"8,522.55 ns",92.032 ns,81.584 ns,21.804 ns,"8,361.75 ns","8,471.53 ns","8,510.32 ns","8,585.26 ns","8,653.32 ns","117,335.7",-3.9021 ns,14.00,3,No,"6,034 B",0.0000,0.0000,0.4730,0.0000,0.0153,0.0153,0 B
'AddCacheItem: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"17,168.82 ns",201.769 ns,168.486 ns,46.730 ns,"16,899.26 ns","17,092.42 ns","17,137.73 ns","17,230.43 ns","17,578.77 ns","58,245.1",-16.8648 ns,13.00,4,No,"6,035 B",0.0000,0.0000,0.9460,0.0000,0.0305,0.0305,184892 B
'AddCacheItem: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"36,652.06 ns",488.240 ns,456.700 ns,117.919 ns,"36,014.59 ns","36,364.55 ns","36,574.82 ns","36,918.42 ns","37,649.24 ns","27,283.6",-51.4597 ns,15.00,6,No,"6,035 B",0.0000,0.0000,1.3428,0.0000,0.0610,0.0000,55296 B
'AddCacheItem: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"77,668.02 ns",462.474 ns,432.598 ns,111.696 ns,"77,183.61 ns","77,323.01 ns","77,595.64 ns","77,956.29 ns","78,438.21 ns","12,875.3",-48.3482 ns,15.00,9,No,"6,031 B",0.0000,0.0000,0.9766,0.0000,0.0000,0.0000,110592 B
'AddCacheItem: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"158,072.28 ns",853.162 ns,756.306 ns,202.131 ns,"157,257.63 ns","157,503.03 ns","157,842.87 ns","158,464.86 ns","159,604.92 ns","6,326.2",-94.0656 ns,14.00,11,No,"5,926 B",0.0000,0.0000,1.7090,0.0000,0.0000,0.0000,221184 B
'AddCacheItem: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"316,462.35 ns","1,913.359 ns","1,696.143 ns",453.313 ns,"313,421.34 ns","315,787.08 ns","316,071.97 ns","316,922.25 ns","320,128.76 ns","3,159.9",-219.6566 ns,14.00,14,No,"6,035 B",0.0000,0.0000,3.4180,0.0000,0.0000,0.0000,442368 B
'AddCacheItem: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"692,141.91 ns","4,125.664 ns","3,859.148 ns",996.428 ns,"685,171.14 ns","689,613.04 ns","692,043.51 ns","694,865.82 ns","697,725.05 ns","1,444.8",-490.7139 ns,15.00,17,No,"5,932 B",0.0000,0.0000,25.3906,0.0000,3.9063,0.0000,884736 B
'AddCacheItem: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"1,473,598.82 ns","13,822.576 ns","12,929.646 ns","3,338.420 ns","1,457,545.12 ns","1,460,838.48 ns","1,474,109.96 ns","1,481,535.25 ns","1,500,591.41 ns",678.6,"-1,661.7101 ns",15.00,20,No,"5,888 B",0.0000,0.0000,48.8281,0.0000,13.6719,0.0000,1769472 B
'AddCacheItem: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"8,693.67 ns",88.186 ns,82.489 ns,21.299 ns,"8,559.20 ns","8,656.21 ns","8,673.82 ns","8,761.24 ns","8,818.64 ns","115,026.3",-3.1493 ns,15.00,3,No,"6,122 B",0.0000,0.0000,0.4883,0.0000,0.0153,0.0153,0 B
'AddCacheItem: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"17,625.79 ns",232.131 ns,217.135 ns,56.064 ns,"17,311.06 ns","17,481.99 ns","17,595.37 ns","17,740.50 ns","18,085.00 ns","56,735.1",-20.5321 ns,15.00,4,No,"6,127 B",0.0000,0.0000,0.9766,0.0000,0.0305,0.0305,0 B
'AddCacheItem: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"40,297.91 ns",343.918 ns,321.701 ns,83.063 ns,"39,889.52 ns","40,035.97 ns","40,258.65 ns","40,503.79 ns","40,816.89 ns","24,815.2",-34.0315 ns,15.00,7,No,"6,123 B",0.0000,0.0000,1.8311,0.0000,0.0000,0.0000,55296 B
'AddCacheItem: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"80,708.18 ns",669.845 ns,593.800 ns,158.700 ns,"79,461.05 ns","80,461.64 ns","80,794.35 ns","80,970.98 ns","81,608.06 ns","12,390.3",-72.3499 ns,14.00,9,No,"6,127 B",0.0000,0.0000,3.6621,0.0000,0.1221,0.0000,110592 B
'AddCacheItem: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"161,521.16 ns","1,305.236 ns","1,220.919 ns",315.240 ns,"159,030.18 ns","160,735.84 ns","161,467.72 ns","162,290.37 ns","163,577.69 ns","6,191.1",-150.1199 ns,15.00,11,No,"6,127 B",0.0000,0.0000,1.7090,0.0000,0.0000,0.0000,221184 B
'AddCacheItem: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"354,667.25 ns","2,937.694 ns","2,747.921 ns",709.510 ns,"350,806.40 ns","352,744.87 ns","354,663.77 ns","355,606.96 ns","359,603.22 ns","2,819.5",-347.2551 ns,15.00,15,No,"6,022 B",0.0000,0.0000,14.1602,0.0000,1.4648,0.0000,442368 B
'AddCacheItem: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"727,531.32 ns","4,435.685 ns","3,703.998 ns","1,027.304 ns","721,757.23 ns","724,375.00 ns","728,335.16 ns","729,295.51 ns","734,354.00 ns","1,374.5",-507.1520 ns,13.00,18,No,"6,032 B",0.0000,0.0000,28.3203,0.0000,3.9063,0.0000,884736 B
'AddCacheItem: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"1,531,350.20 ns","13,986.211 ns","13,082.710 ns","3,377.941 ns","1,511,169.92 ns","1,523,327.54 ns","1,530,663.87 ns","1,537,544.04 ns","1,554,122.85 ns",653.0,"-1,681.4706 ns",15.00,20,No,"5,984 B",0.0000,0.0000,46.8750,0.0000,13.6719,0.0000,1769472 B
'AddCacheItemAsync: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"36,877.41 ns",212.069 ns,177.087 ns,49.115 ns,"36,632.82 ns","36,737.82 ns","36,867.64 ns","36,965.73 ns","37,164.71 ns","27,116.9",-18.0576 ns,13.00,6,No,"2,283 B",64.0161,0.0001,0.8545,0.0000,0.0000,0.0000,25808 B
'AddCacheItemAsync: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"67,019.05 ns",361.164 ns,320.163 ns,85.567 ns,"66,469.79 ns","66,772.84 ns","67,024.67 ns","67,239.89 ns","67,473.25 ns","14,921.1",-35.7835 ns,14.00,8,No,"2,181 B",128.0168,0.0000,1.7090,0.0000,0.0000,0.0000,51408 B
'AddCacheItemAsync: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"130,464.47 ns","1,507.366 ns","1,409.992 ns",364.058 ns,"127,505.05 ns","129,856.74 ns","130,909.20 ns","131,453.10 ns","132,328.25 ns","7,664.9",-174.5291 ns,15.00,10,No,"2,208 B",256.0190,0.0005,3.4180,0.0000,0.0000,0.0000,102608 B
'AddCacheItemAsync: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"241,918.48 ns","1,791.037 ns","1,675.338 ns",432.570 ns,"239,031.40 ns","240,698.14 ns","241,230.22 ns","243,527.49 ns","244,739.70 ns","4,133.6",-208.7852 ns,15.00,12,No,"2,178 B",512.0273,0.0000,5.8594,0.0000,0.0000,0.0000,205008 B
'AddCacheItemAsync: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"516,969.65 ns","7,097.959 ns","6,639.435 ns","1,714.295 ns","506,422.27 ns","512,532.13 ns","515,623.44 ns","519,709.86 ns","529,069.53 ns","1,934.3",-849.6474 ns,15.00,16,No,"2,167 B",1024.0117,0.0000,13.6719,0.0000,0.0000,0.0000,409808 B
'AddCacheItemAsync: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"1,000,090.23 ns","15,008.999 ns","14,039.427 ns","3,624.964 ns","974,187.11 ns","993,084.96 ns","997,571.48 ns","1,005,066.02 ns","1,022,549.61 ns",999.9,"-1,804.9822 ns",15.00,19,No,"2,215 B",2048.0273,0.0000,23.4375,0.0000,0.0000,0.0000,819408 B
'AddCacheItemAsync: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"2,040,346.85 ns","38,529.842 ns","36,040.838 ns","9,305.704 ns","1,998,472.27 ns","2,009,867.19 ns","2,033,411.33 ns","2,062,151.17 ns","2,114,773.83 ns",490.1,"-4,645.3521 ns",15.00,21,No,"2,178 B",4096.0234,0.0000,46.8750,0.0000,7.8125,0.0000,1638608 B
'AddCacheItemAsync: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"4,384,300.78 ns","37,285.182 ns","29,109.818 ns","8,403.281 ns","4,328,217.19 ns","4,369,197.27 ns","4,386,238.28 ns","4,399,953.52 ns","4,436,450.00 ns",228.1,"-4,195.6403 ns",12.00,23,No,"2,208 B",8192.0469,0.0000,78.1250,0.0000,15.6250,0.0000,3277008 B
'AddCacheItemAsync: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"36,074.40 ns",136.479 ns,127.662 ns,32.962 ns,"35,849.08 ns","35,976.72 ns","36,051.17 ns","36,163.51 ns","36,319.70 ns","27,720.5",-8.9811 ns,15.00,6,No,"2,291 B",64.0165,0.0001,0.8545,0.0000,0.0000,0.0000,25808 B
'AddCacheItemAsync: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"66,802.59 ns",379.974 ns,355.427 ns,91.771 ns,"66,229.69 ns","66,516.21 ns","66,939.18 ns","66,996.78 ns","67,336.72 ns","14,969.5",-38.3855 ns,15.00,8,No,"2,167 B",128.0144,0.0000,1.7090,0.0000,0.0000,0.0000,51408 B
'AddCacheItemAsync: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"128,315.35 ns",761.837 ns,712.623 ns,183.999 ns,"127,279.79 ns","127,935.40 ns","128,096.73 ns","128,695.61 ns","129,661.91 ns","7,793.3",-84.4993 ns,15.00,10,No,"2,181 B",256.0229,0.0000,3.4180,0.0000,0.0000,0.0000,102608 B
'AddCacheItemAsync: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"254,019.94 ns","2,118.482 ns","1,981.629 ns",511.655 ns,"251,485.89 ns","252,413.62 ns","253,461.67 ns","255,938.96 ns","257,844.19 ns","3,936.7",-248.3273 ns,15.00,12,No,"2,180 B",512.0313,0.0000,6.8359,0.0000,0.0000,0.0000,205008 B
'AddCacheItemAsync: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"500,257.05 ns","4,457.471 ns","4,169.522 ns","1,076.566 ns","492,535.64 ns","497,702.83 ns","499,871.00 ns","502,893.75 ns","507,752.44 ns","1,999.0",-530.7829 ns,15.00,16,No,"2,180 B",1024.0117,0.0000,13.6719,0.0000,0.0000,0.0000,409808 B
'AddCacheItemAsync: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"1,016,078.83 ns","13,535.172 ns","12,660.809 ns","3,269.007 ns","998,111.72 ns","1,007,690.43 ns","1,013,398.05 ns","1,021,808.59 ns","1,039,438.28 ns",984.2,"-1,627.0034 ns",15.00,19,No,"2,181 B",2048.0273,0.0000,27.3438,0.0000,0.0000,0.0000,819408 B
'AddCacheItemAsync: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"2,102,642.29 ns","40,841.341 ns","38,203.015 ns","9,863.976 ns","2,032,414.06 ns","2,074,794.14 ns","2,101,663.28 ns","2,138,416.02 ns","2,153,064.84 ns",475.6,"-4,924.4881 ns",15.00,21,No,"2,192 B",4096.0156,0.0000,46.8750,0.0000,7.8125,0.0000,1638608 B
'AddCacheItemAsync: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"4,410,785.04 ns","84,234.400 ns","74,671.602 ns","19,956.825 ns","4,309,731.25 ns","4,378,152.34 ns","4,395,792.97 ns","4,430,182.42 ns","4,546,359.38 ns",226.7,"-9,971.4125 ns",14.00,23,No,"2,181 B",8192.0313,0.0000,93.7500,0.0000,15.6250,0.0000,3277008 B
'AddCacheItemAsync: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"37,118.73 ns",409.402 ns,362.924 ns,96.996 ns,"36,314.22 ns","36,968.28 ns","37,172.82 ns","37,308.49 ns","37,652.30 ns","26,940.6",-41.4978 ns,14.00,6,No,"2,298 B",64.0168,0.0002,0.8545,0.0000,0.0000,0.0000,25808 B
'AddCacheItemAsync: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"67,042.76 ns",929.324 ns,869.290 ns,224.450 ns,"65,506.21 ns","66,350.37 ns","67,378.77 ns","67,706.53 ns","68,074.69 ns","14,915.9",-104.7249 ns,15.00,8,No,"2,170 B",128.0154,0.0000,1.4648,0.0000,0.0000,0.0000,51408 B
'AddCacheItemAsync: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"134,004.94 ns",776.001 ns,725.872 ns,187.419 ns,"133,058.98 ns","133,378.56 ns","133,711.04 ns","134,479.37 ns","135,399.95 ns","7,462.4",-86.2096 ns,15.00,10,No,"2,207 B",256.0195,0.0005,3.4180,0.0000,0.0000,0.0000,102608 B
'AddCacheItemAsync: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"250,523.83 ns","2,007.374 ns","1,877.699 ns",484.820 ns,"247,817.58 ns","249,259.57 ns","250,119.63 ns","251,598.19 ns","254,273.24 ns","3,991.6",-234.9099 ns,15.00,12,No,"2,170 B",512.0283,0.0000,6.8359,0.0000,0.0000,0.0000,205008 B
'AddCacheItemAsync: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"490,204.42 ns","2,412.475 ns","2,014.526 ns",558.729 ns,"486,771.78 ns","489,168.85 ns","489,732.71 ns","491,930.37 ns","493,973.93 ns","2,040.0",-272.8645 ns,13.00,16,No,"2,185 B",1024.0137,0.0000,13.6719,0.0000,0.0000,0.0000,409808 B
'AddCacheItemAsync: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"1,056,245.96 ns","15,000.851 ns","14,031.806 ns","3,622.997 ns","1,026,226.56 ns","1,048,770.51 ns","1,051,930.47 ns","1,069,650.20 ns","1,079,371.88 ns",946.7,"-1,803.9983 ns",15.00,19,No,"2,181 B",2048.0430,0.0000,27.3438,0.0000,0.0000,0.0000,819408 B
'AddCacheItemAsync: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"2,116,482.40 ns","32,356.043 ns","30,265.863 ns","7,814.612 ns","2,073,522.66 ns","2,091,969.92 ns","2,111,414.84 ns","2,137,560.94 ns","2,171,952.34 ns",472.5,"-3,899.8061 ns",15.00,21,No,"2,211 B",4096.0547,0.0000,46.8750,0.0000,7.8125,0.0000,1638608 B
