Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Exceptions,Code Size
'AreEqual: as Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",4096,2.2911 ns,0.0181 ns,0.0161 ns,0.0043 ns,2.2893 ns,2.2656 ns,2.2820 ns,2.2983 ns,2.3260 ns,"436,480,030.982",6.9979 ns,14.00,2.591,2.000,0.4349,15,*,No,0.0000,260 B
'AreEqual: as Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",8192,2.8194 ns,0.0172 ns,0.0161 ns,0.0042 ns,2.8224 ns,2.7947 ns,2.8041 ns,2.8288 ns,2.8472 ns,"354,682,159.467",7.4979 ns,15.00,1.717,2.000,-0.2484,17,*,No,0.0000,260 B
'Array: Spargine IndexOf(ref)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections<>,Collections",64,184.7662 ns,0.8539 ns,0.7570 ns,0.2023 ns,184.8176 ns,182.8529 ns,184.6588 ns,185.1535 ns,185.8642 ns,"5,412,244.348",6.8988 ns,14.00,3.632,2.000,-0.9297,28,*,No,0.0000,"1,004 B"
'Array: Spargine IndexOf(ref)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections<>,Collections",128,398.4628 ns,4.5545 ns,4.2603 ns,1.1000 ns,398.3812 ns,392.2131 ns,395.0805 ns,400.8665 ns,407.8792 ns,"2,509,644.478",6.9500 ns,15.00,2.353,2.000,0.3831,33,*,No,0.0000,"1,006 B"
'Array: Spargine IndexOf(ref)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections<>,Collections",256,994.3688 ns,5.5433 ns,4.9140 ns,1.3133 ns,993.6206 ns,985.9247 ns,991.0922 ns,997.0185 ns,"1,004.4651 ns","1,005,663.119",6.3433 ns,14.00,2.512,2.000,0.4952,40,*,No,0.0000,"1,006 B"
'Array: Spargine IndexOf(ref)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections<>,Collections",512,"2,082.2601 ns",26.7805 ns,23.7402 ns,6.3448 ns,"2,079.6288 ns","2,049.5174 ns","2,065.3581 ns","2,094.2830 ns","2,137.3890 ns","480,247.399",3.8276 ns,14.00,2.671,2.000,0.7096,47,*,No,0.0000,993 B
'Array: Spargine IndexOf(ref)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections<>,Collections",1024,"5,905.3948 ns",116.4564 ns,151.4262 ns,30.9097 ns,"5,954.6928 ns","5,666.1804 ns","5,768.5625 ns","6,032.1186 ns","6,108.8890 ns","169,336.689",-3.4549 ns,24.00,1.556,2.333,-0.3805,57,*,No,0.0000,"1,006 B"
'Array: Spargine IndexOf(ref)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections<>,Collections",2048,"14,169.9037 ns",282.5817 ns,479.8452 ns,78.8861 ns,"13,951.7685 ns","13,413.6169 ns","13,795.0867 ns","14,635.1654 ns","14,936.7432 ns","70,572.110",-20.9430 ns,37.00,1.338,3.765,0.0016,66,*,No,0.0000,"1,006 B"
'Array: Spargine IndexOf(ref)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections<>,Collections",4096,"31,967.0465 ns",624.3399 ns,895.4097 ns,169.2165 ns,"31,645.6909 ns","30,147.3114 ns","31,325.4562 ns","32,776.5854 ns","33,585.1288 ns","31,282.214",-70.6083 ns,28.00,1.794,3.667,-0.0079,73,*,No,0.0000,"1,011 B"
'Array: Spargine IndexOf(ref)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections<>,Collections",8192,"68,702.0760 ns","1,340.9689 ns","2,007.0992 ns",366.4445 ns,"68,751.5625 ns","65,233.4351 ns","67,363.4491 ns","69,836.0596 ns","72,853.9673 ns","14,555.601",-168.2223 ns,30.00,2.105,2.000,0.0525,80,*,No,0.0000,990 B
'AsReadOnlySpan : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Span,Ref Type,Collections",64,157.9366 ns,1.5068 ns,1.4094 ns,0.3639 ns,157.5536 ns,156.0949 ns,157.0310 ns,158.7427 ns,160.6293 ns,"6,331,652.687",7.3180 ns,15.00,2.005,2.000,0.5248,26,*,No,0.0000,478 B
'AsReadOnlySpan : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Span,Ref Type,Collections",128,315.3280 ns,5.1694 ns,4.5826 ns,1.2247 ns,313.3297 ns,311.0111 ns,311.9592 ns,317.9985 ns,325.8281 ns,"3,171,300.735",6.3876 ns,14.00,2.642,2.000,0.9958,30,*,No,0.0000,491 B
'AsReadOnlySpan : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Span,Ref Type,Collections",256,621.7115 ns,5.2767 ns,4.9358 ns,1.2744 ns,621.5712 ns,615.0924 ns,617.2538 ns,625.3517 ns,630.0970 ns,"1,608,463.150",6.8628 ns,15.00,1.568,2.000,0.1709,36,*,No,0.0000,491 B
'AsReadOnlySpan : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Span,Ref Type,Collections",512,"1,245.9041 ns",23.8826 ns,27.5033 ns,6.1499 ns,"1,236.4766 ns","1,220.8017 ns","1,227.2198 ns","1,253.6022 ns","1,317.8471 ns","802,630.017",6.9250 ns,20.00,3.783,2.000,1.3983,42,*,No,0.0000,491 B
'AsReadOnlySpan : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Span,Ref Type,Collections",1024,"2,606.3855 ns",40.9029 ns,34.1558 ns,9.4731 ns,"2,602.3458 ns","2,568.8505 ns","2,582.4812 ns","2,625.4107 ns","2,691.5754 ns","383,673.095",1.7634 ns,13.00,3.294,2.000,0.9931,49,*,No,0.0000,491 B
'AsReadOnlySpan : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Span,Ref Type,Collections",2048,"4,897.1020 ns",20.5076 ns,17.1248 ns,4.7496 ns,"4,893.9964 ns","4,881.3690 ns","4,884.8351 ns","4,907.3204 ns","4,942.4759 ns","204,202.404",4.1252 ns,13.00,4.020,2.000,1.2825,55,*,No,0.0000,491 B
'AsReadOnlySpan : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Span,Ref Type,Collections",4096,"9,815.6484 ns",76.9067 ns,71.9386 ns,18.5745 ns,"9,789.8277 ns","9,729.8058 ns","9,763.0608 ns","9,856.2439 ns","9,992.1318 ns","101,878.139",-1.7872 ns,15.00,2.969,2.000,0.8943,64,*,No,0.0000,478 B
'AsReadOnlySpan : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Span,Ref Type,Collections",8192,"19,653.3085 ns",145.7353 ns,129.1905 ns,34.5276 ns,"19,668.1793 ns","19,468.4860 ns","19,539.8132 ns","19,724.5705 ns","19,874.3027 ns","50,882.018",-10.2638 ns,14.00,1.680,2.000,0.0663,69,*,No,0.0000,482 B
'Clone: Array as Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",64,110.3998 ns,2.6986 ns,7.9570 ns,0.7957 ns,111.6130 ns,98.1057 ns,102.6551 ns,118.0421 ns,122.7613 ns,"9,057,987.712",49.6021 ns,100.00,1.356,3.522,0.0289,24,*,No,0.0000,677 B
'Clone: Array as Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",128,178.4960 ns,2.5865 ns,2.4194 ns,0.6247 ns,178.5473 ns,175.0113 ns,176.5458 ns,180.3407 ns,182.2845 ns,"5,602,365.143",7.1877 ns,15.00,1.483,2.000,0.0632,28,*,No,0.0000,677 B
'Clone: Array as Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",256,262.7901 ns,5.2404 ns,8.1587 ns,1.4423 ns,258.3752 ns,252.9119 ns,255.7073 ns,270.5774 ns,277.3065 ns,"3,805,318.925",15.2789 ns,32.00,1.374,3.176,0.3352,29,*,No,0.0000,876 B
'Clone: Array as Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",512,533.8399 ns,5.5837 ns,5.2230 ns,1.3486 ns,532.6668 ns,527.3650 ns,530.0176 ns,535.8229 ns,544.0439 ns,"1,873,220.681",6.8257 ns,15.00,2.087,2.000,0.6323,35,*,No,0.0000,887 B
'Clone: Array as Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",1024,932.5805 ns,9.2180 ns,8.1715 ns,2.1839 ns,934.4971 ns,918.5626 ns,925.9870 ns,938.1173 ns,944.8006 ns,"1,072,293.516",5.9080 ns,14.00,1.563,2.000,-0.1742,39,*,No,0.0000,887 B
'Clone: Array as Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",2048,"1,986.2218 ns",24.0155 ns,22.4641 ns,5.8002 ns,"1,980.6984 ns","1,958.7448 ns","1,970.4138 ns","2,000.3311 ns","2,027.8198 ns","503,468.432",4.5999 ns,15.00,1.874,2.000,0.5695,46,*,No,0.0000,861 B
'Clone: Array as Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",4096,"3,216.0246 ns",34.5016 ns,32.2728 ns,8.3328 ns,"3,202.6169 ns","3,167.8371 ns","3,194.8021 ns","3,238.7285 ns","3,283.0864 ns","310,942.900",3.3336 ns,15.00,2.049,2.000,0.4784,51,*,No,0.0000,861 B
'Clone: Array as Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",8192,"6,682.3569 ns",20.7687 ns,18.4109 ns,4.9205 ns,"6,682.3078 ns","6,657.8949 ns","6,668.9632 ns","6,690.5708 ns","6,714.0282 ns","149,647.800",4.5397 ns,14.00,1.780,2.000,0.3231,59,*,No,0.0000,862 B
'Clone: Array as Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",64,110.2356 ns,2.2054 ns,2.7891 ns,0.5816 ns,110.6235 ns,102.1639 ns,108.8790 ns,112.0142 ns,114.6717 ns,"9,071,482.245",11.2092 ns,23.00,4.284,2.000,-1.0408,24,*,No,0.0000,677 B
'Clone: Array as Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",128,177.5752 ns,1.8165 ns,1.5169 ns,0.4207 ns,177.8170 ns,174.6811 ns,176.9347 ns,178.2446 ns,179.8338 ns,"5,631,417.076",6.2896 ns,13.00,2.098,2.000,-0.4198,28,*,No,0.0000,677 B
'Clone: Array as Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",256,267.5858 ns,4.5256 ns,4.0118 ns,1.0722 ns,267.3859 ns,257.2217 ns,267.1749 ns,269.3330 ns,273.3588 ns,"3,737,118.961",6.4639 ns,14.00,3.898,2.000,-0.9390,29,*,No,0.0000,876 B
'Clone: Array as Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",512,522.8159 ns,2.8346 ns,2.3670 ns,0.6565 ns,522.3694 ns,519.9423 ns,521.2356 ns,523.9329 ns,528.7209 ns,"1,912,719.253",6.1718 ns,13.00,3.405,2.000,0.9981,35,*,No,0.0000,887 B
'Clone: Array as Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",1024,933.5243 ns,12.1668 ns,10.1599 ns,2.8178 ns,935.2935 ns,920.7474 ns,924.4300 ns,940.3189 ns,952.4949 ns,"1,071,209.394",5.0911 ns,13.00,1.625,2.000,0.2098,39,*,No,0.0000,876 B
'Clone: Array as Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",2048,"1,955.5397 ns",14.3591 ns,11.9905 ns,3.3256 ns,"1,955.2429 ns","1,937.6041 ns","1,948.8041 ns","1,960.6331 ns","1,979.2221 ns","511,367.789",4.8372 ns,13.00,2.355,2.000,0.3507,46,*,No,0.0000,872 B
'Clone: Array as Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",4096,"3,191.5673 ns",28.7737 ns,26.9150 ns,6.9494 ns,"3,183.4110 ns","3,151.7433 ns","3,171.6995 ns","3,208.9630 ns","3,253.1025 ns","313,325.679",4.0253 ns,15.00,2.495,2.000,0.5288,51,*,No,0.0000,862 B
'Clone: Array as Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",8192,"6,659.2542 ns",18.1768 ns,17.0026 ns,4.3901 ns,"6,658.4923 ns","6,632.0992 ns","6,643.7267 ns","6,672.1130 ns","6,686.1229 ns","150,166.966",5.3050 ns,15.00,1.617,2.000,0.1580,59,*,No,0.0000,862 B
'Clone: Array as Val',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",64,639.1950 ns,12.0344 ns,12.8766 ns,3.0351 ns,637.3231 ns,602.2535 ns,634.8650 ns,646.8229 ns,665.3482 ns,"1,564,467.827",7.4825 ns,18.00,4.893,2.000,-0.7173,36,*,No,0.0000,688 B
'Clone: Array as Val',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",128,"1,194.9218 ns",10.8182 ns,10.1194 ns,2.6128 ns,"1,190.3236 ns","1,185.3949 ns","1,188.2801 ns","1,201.4098 ns","1,219.3388 ns","836,874.831",6.1936 ns,15.00,2.865,2.000,1.0709,42,*,No,0.0000,688 B
'Clone: Array as Val',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",256,"2,429.7688 ns",19.4640 ns,18.2066 ns,4.7009 ns,"2,430.2567 ns","2,402.2945 ns","2,415.5619 ns","2,441.1983 ns","2,470.6356 ns","411,561.795",5.1495 ns,15.00,2.472,2.000,0.4385,48,*,No,0.0000,861 B
'Clone: Array as Val',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",512,"3,996.6548 ns",48.5109 ns,45.3771 ns,11.7163 ns,"3,985.5164 ns","3,942.1173 ns","3,959.3029 ns","4,033.0891 ns","4,078.3607 ns","250,209.252",1.6418 ns,15.00,1.646,2.000,0.4688,53,*,No,0.0000,861 B
'Clone: Array as Val',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",1024,"7,594.7725 ns",77.6849 ns,72.6665 ns,18.7624 ns,"7,595.7024 ns","7,477.5459 ns","7,536.2991 ns","7,662.8052 ns","7,693.4868 ns","131,669.514",-1.8812 ns,15.00,1.485,2.000,-0.1845,61,*,No,0.0000,861 B
'Clone: Array as Val',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",2048,"88,985.0676 ns","2,758.3142 ns","8,132.9522 ns",813.2952 ns,"87,792.3279 ns","71,657.0190 ns","82,914.0961 ns","94,504.2938 ns","108,666.9434 ns","11,237.841",-356.6476 ns,100.00,2.532,2.828,0.3986,81,*,No,0.0000,861 B
'Clone: Array as Val',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",4096,"146,693.0740 ns","4,369.3051 ns","12,882.9955 ns","1,288.2995 ns","144,822.0703 ns","120,295.9595 ns","138,012.7014 ns","156,041.6382 ns","176,564.4165 ns","6,816.954",-594.1498 ns,100.00,2.285,2.000,0.2829,85,*,No,0.0000,862 B
