Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Min,Q1,Median,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Exceptions,Code Size
GeneratePersonRecordCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,128,"3,034,363.0 ns","21,119.10 ns","19,754.82 ns","5,100.67 ns","2,998,864.5 ns","3,020,773.6 ns","3,036,375.0 ns","3,049,614.6 ns","3,066,587.1 ns",329.558,"-2,542.8365 ns",15.00,1.779,2.000,-0.2367,34,*,No,0.0000,NA
GeneratePersonRecordCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,256,"6,179,822.6 ns","41,899.14 ns","39,192.49 ns","10,119.46 ns","6,109,814.8 ns","6,147,855.9 ns","6,179,170.3 ns","6,210,012.1 ns","6,239,172.7 ns",161.817,"-5,052.2281 ns",15.00,1.746,2.000,0.0777,37,*,No,0.0000,NA
GeneratePersonRecordCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,512,"12,379,434.2 ns","83,780.57 ns","78,368.39 ns","20,234.63 ns","12,259,998.4 ns","12,308,070.3 ns","12,394,640.6 ns","12,426,239.8 ns","12,536,982.8 ns",80.779,"-10,109.8160 ns",15.00,1.931,2.000,0.2141,41,*,No,0.0000,NA
GeneratePersonRecordCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,1024,"24,818,427.1 ns","217,770.61 ns","203,702.76 ns","52,595.83 ns","24,509,896.9 ns","24,671,025.0 ns","24,795,225.0 ns","24,966,604.7 ns","25,143,737.5 ns",40.293,"-26,290.4135 ns",15.00,1.641,2.000,0.1043,44,*,No,0.0000,NA
GeneratePersonRecordCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,2048,"50,569,822.0 ns","541,518.63 ns","506,536.86 ns","130,787.25 ns","49,475,230.0 ns","50,390,565.0 ns","50,464,220.0 ns","51,024,280.0 ns","51,178,070.0 ns",19.775,"-65,386.1275 ns",15.00,2.192,2.000,-0.4453,47,*,No,0.0000,NA
GeneratePersonRecordCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,4096,"101,593,716.9 ns","1,061,542.26 ns","886,435.86 ns","245,853.07 ns","99,834,460.0 ns","101,460,160.0 ns","101,841,880.0 ns","102,129,420.0 ns","102,607,840.0 ns",9.843,"-122,920.0369 ns",13.00,2.345,2.000,-0.9055,49,*,No,0.0000,NA
GeneratePersonRecordCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,8192,"203,955,508.3 ns","1,247,759.58 ns","974,168.61 ns","281,218.25 ns","202,761,566.7 ns","203,450,391.7 ns","203,768,616.7 ns","204,309,241.7 ns","206,310,533.3 ns",4.903,"-140,603.1269 ns",12.00,3.312,2.000,0.9691,52,*,No,0.0000,NA
GeneratePersonValCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,64,"1,563,026.5 ns","10,498.79 ns","9,820.57 ns","2,535.66 ns","1,549,814.3 ns","1,555,721.8 ns","1,560,938.1 ns","1,568,943.7 ns","1,581,044.5 ns",639.784,"-1,260.3305 ns",15.00,1.794,2.000,0.4554,30,*,No,0.0000,NA
GeneratePersonValCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,128,"3,161,751.8 ns","26,771.42 ns","25,042.00 ns","6,465.82 ns","3,120,009.6 ns","3,144,976.4 ns","3,158,776.8 ns","3,184,494.1 ns","3,203,290.4 ns",316.280,"-3,225.4089 ns",15.00,1.653,2.000,0.1581,34,*,No,0.0000,NA
GeneratePersonValCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,256,"6,413,558.5 ns","85,696.26 ns","80,160.33 ns","20,697.31 ns","6,319,231.2 ns","6,349,126.6 ns","6,408,735.9 ns","6,453,575.8 ns","6,603,028.9 ns",155.920,"-10,341.1545 ns",15.00,2.689,2.000,0.7160,37,*,No,0.0000,NA
GeneratePersonValCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,512,"12,849,337.7 ns","164,102.74 ns","153,501.80 ns","39,634.00 ns","12,643,407.8 ns","12,721,186.7 ns","12,841,787.5 ns","12,940,107.0 ns","13,111,359.4 ns",77.825,"-19,809.4977 ns",15.00,1.749,2.000,0.4669,41,*,No,0.0000,NA
GeneratePersonValCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,1024,"25,727,617.9 ns","240,364.48 ns","224,837.09 ns","58,052.69 ns","25,388,393.8 ns","25,576,270.3 ns","25,642,134.4 ns","25,941,265.6 ns","26,064,315.6 ns",38.869,"-29,018.8429 ns",15.00,1.520,2.000,0.1885,44,*,No,0.0000,NA
GeneratePersonValCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,2048,"54,530,237.6 ns","464,130.85 ns","387,570.28 ns","107,492.66 ns","53,971,711.1 ns","54,247,055.6 ns","54,568,188.9 ns","54,776,255.6 ns","55,286,588.9 ns",18.338,"-53,739.8277 ns",13.00,1.959,2.000,0.2654,47,*,No,0.0000,NA
GeneratePersonValCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,4096,"109,125,130.7 ns","1,244,247.51 ns","1,163,869.89 ns","300,509.91 ns","107,566,760.0 ns","108,238,100.0 ns","108,872,260.0 ns","109,773,290.0 ns","111,979,580.0 ns",9.164,"-150,247.4566 ns",15.00,2.974,2.000,0.7351,50,*,No,0.0000,NA
GeneratePersonValCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,,8192,"217,483,583.3 ns","1,977,350.39 ns","1,752,869.62 ns","468,474.11 ns","214,339,066.7 ns","216,521,608.3 ns","217,267,266.7 ns","218,307,691.7 ns","220,601,933.3 ns",4.598,"-234,230.0557 ns",14.00,2.162,2.000,0.2661,53,*,No,0.0000,NA
