Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Code Size,Exceptions
LastOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"16,755.790 ns",67.6197 ns,59.9431 ns,16.0205 ns,"16,745.990 ns","16,684.174 ns","16,715.652 ns","16,762.243 ns","16,897.940 ns","59,680.86",-1.0102 ns,14.00,2.913,2.000,0.9829,33,*,No,"1,505 B",0.0000
Overlaps,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,851.412 ns,2.7630 ns,2.4494 ns,0.6546 ns,851.131 ns,847.417 ns,849.529 ns,853.269 ns,855.001 ns,"1,174,518.82",6.6727 ns,14.00,1.448,2.000,0.0034,21,*,No,"1,746 B",0.0000
Overlaps,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,"1,752.740 ns",9.4447 ns,8.8346 ns,2.2811 ns,"1,755.838 ns","1,740.556 ns","1,744.454 ns","1,761.191 ns","1,764.087 ns","570,535.41",6.3595 ns,15.00,1.226,2.000,-0.1791,26,*,No,"1,733 B",0.0000
Overlaps,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,"4,062.789 ns",12.7540 ns,11.3061 ns,3.0217 ns,"4,064.143 ns","4,043.698 ns","4,053.498 ns","4,071.381 ns","4,079.479 ns","246,136.37",5.4892 ns,14.00,1.572,2.000,-0.1560,30,*,No,"1,733 B",0.0000
Overlaps,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"8,355.588 ns",36.0869 ns,31.9901 ns,8.5497 ns,"8,352.979 ns","8,298.080 ns","8,338.023 ns","8,374.065 ns","8,407.347 ns","119,680.39",2.7251 ns,14.00,2.052,2.000,-0.0987,32,*,No,"1,733 B",0.0000
Overlaps,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"19,327.410 ns",121.7021 ns,107.8857 ns,28.8337 ns,"19,350.119 ns","19,034.882 ns","19,304.124 ns","19,392.281 ns","19,468.509 ns","51,739.99",-7.4168 ns,14.00,4.256,2.000,-1.2521,34,*,No,"1,754 B",0.0000
Overlaps,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"41,901.844 ns",335.8412 ns,314.1461 ns,81.1122 ns,"41,831.812 ns","41,420.679 ns","41,729.800 ns","42,125.549 ns","42,543.738 ns","23,865.30",-33.0561 ns,15.00,2.215,2.000,0.2968,37,*,No,"1,754 B",0.0000
Overlaps,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"85,227.571 ns",508.1323 ns,450.4460 ns,120.3868 ns,"85,190.869 ns","84,552.258 ns","84,913.141 ns","85,462.442 ns","86,134.753 ns","11,733.29",-53.1934 ns,14.00,2.243,2.000,0.4456,39,*,No,"1,754 B",0.0000
Overlaps,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"194,642.812 ns","1,111.6397 ns",985.4396 ns,263.3698 ns,"195,014.172 ns","192,303.577 ns","194,641.809 ns","195,272.272 ns","195,464.001 ns","5,137.62",-124.6849 ns,14.00,2.987,2.000,-1.2360,40,*,No,"1,741 B",0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,"500,469.238 ns","6,540.1526 ns","5,461.3236 ns","1,514.6986 ns","501,174.414 ns","493,441.113 ns","495,872.363 ns","502,995.605 ns","512,833.105 ns","1,998.12",-750.8493 ns,13.00,2.626,2.000,0.5118,41,*,No,"7,969 B",0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,"1,004,587.835 ns","12,531.4313 ns","11,108.7874 ns","2,968.9483 ns","1,003,473.535 ns","985,371.973 ns","998,639.941 ns","1,009,373.633 ns","1,024,936.035 ns",995.43,"-1,477.4742 ns",14.00,2.103,2.000,0.1082,42,*,No,"7,978 B",0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,"2,001,259.049 ns","23,482.1315 ns","21,965.2004 ns","5,671.3904 ns","2,004,215.820 ns","1,944,230.273 ns","1,989,080.078 ns","2,015,740.625 ns","2,031,597.461 ns",499.69,"-2,828.1952 ns",15.00,3.561,2.000,-0.8762,43,*,No,"7,978 B",0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"3,972,487.760 ns","76,902.9710 ns","82,285.3174 ns","19,394.8353 ns","3,984,190.625 ns","3,849,403.906 ns","3,906,622.656 ns","4,047,774.609 ns","4,071,611.719 ns",251.73,"-9,688.4177 ns",18.00,1.360,2.000,-0.2405,44,*,No,"7,490 B",0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"7,782,408.854 ns","151,399.5597 ns","161,995.8328 ns","38,182.7840 ns","7,754,859.375 ns","7,570,575.781 ns","7,645,441.797 ns","7,853,970.312 ns","8,079,225.781 ns",128.49,"-19,082.3920 ns",18.00,2.166,2.000,0.6427,45,*,No,"7,970 B",0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"15,640,215.000 ns","115,799.9909 ns","108,319.3834 ns","27,967.9445 ns","15,617,015.625 ns","15,424,162.500 ns","15,585,048.438 ns","15,734,123.438 ns","15,800,406.250 ns",63.94,"-13,976.4723 ns",15.00,1.967,2.000,-0.1856,46,*,No,"7,816 B",0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"32,103,854.044 ns","639,826.4934 ns","657,054.7022 ns","159,359.1729 ns","32,149,537.500 ns","31,168,275.000 ns","31,580,462.500 ns","32,423,381.250 ns","33,620,931.250 ns",31.15,"-79,671.0864 ns",17.00,2.690,2.000,0.6432,47,*,No,"7,790 B",0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"66,918,922.794 ns","1,333,489.0879 ns","3,194,954.9224 ns","387,445.1945 ns","66,985,481.250 ns","62,961,537.500 ns","63,907,421.875 ns","70,048,587.500 ns","71,369,837.500 ns",14.94,"-193,688.5973 ns",68.00,1.079,4.000,0.0000,48,*,No,"7,617 B",0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,"497,779.391 ns","6,508.7520 ns","6,088.2907 ns","1,571.9899 ns","495,825.537 ns","490,033.545 ns","493,520.020 ns","501,561.279 ns","511,828.662 ns","2,008.92",-778.4949 ns,15.00,2.553,2.000,0.7471,41,*,No,NA,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,"1,018,363.880 ns","8,935.1329 ns","8,357.9289 ns","2,158.0080 ns","1,019,093.164 ns","1,000,229.102 ns","1,013,740.527 ns","1,024,876.172 ns","1,029,865.430 ns",981.97,"-1,071.5040 ns",15.00,2.283,2.000,-0.4627,42,*,No,NA,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,"2,022,619.818 ns","38,552.6218 ns","39,590.7042 ns","9,602.1562 ns","2,025,197.070 ns","1,951,555.664 ns","1,990,284.961 ns","2,050,508.398 ns","2,115,585.352 ns",494.41,"-4,792.5781 ns",17.00,2.783,2.000,0.2743,43,*,No,NA,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"3,973,604.364 ns","77,967.7339 ns","114,284.1029 ns","21,222.0251 ns","3,999,907.812 ns","3,811,484.375 ns","3,868,345.312 ns","4,031,293.750 ns","4,262,404.688 ns",251.66,"-10,596.5126 ns",29.00,3.104,2.143,0.6926,44,*,No,NA,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"7,965,367.480 ns","157,591.0069 ns","154,775.4406 ns","38,693.8602 ns","7,895,981.250 ns","7,751,464.844 ns","7,862,139.844 ns","8,045,173.438 ns","8,251,961.719 ns",125.54,"-19,338.9301 ns",16.00,1.926,2.000,0.5644,45,*,No,NA,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"15,646,703.571 ns","98,027.6225 ns","86,898.9340 ns","23,224.7170 ns","15,622,356.250 ns","15,544,450.000 ns","15,583,296.875 ns","15,688,410.938 ns","15,859,246.875 ns",63.91,"-11,605.3585 ns",14.00,3.101,2.000,1.0104,46,*,No,NA,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"32,336,617.083 ns","463,281.1611 ns","433,353.4858 ns","111,891.3889 ns","32,393,762.500 ns","31,315,656.250 ns","32,137,396.875 ns","32,610,371.875 ns","33,094,312.500 ns",30.92,"-55,938.1944 ns",15.00,2.973,2.000,-0.4499,47,*,No,NA,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"67,121,246.196 ns","1,332,268.2137 ns","3,217,577.7150 ns","387,350.8381 ns","69,186,437.500 ns","63,042,900.000 ns","63,967,512.500 ns","70,162,050.000 ns","71,603,887.500 ns",14.90,"-193,640.9190 ns",69.00,1.069,3.943,-0.0150,48,*,No,NA,0.0000
RemoveWhere,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,"505,118.122 ns","4,633.0709 ns","4,333.7774 ns","1,118.9765 ns","506,015.283 ns","498,367.920 ns","501,600.879 ns","508,086.182 ns","511,372.021 ns","1,979.73",-551.9883 ns,15.00,1.562,2.000,-0.1835,41,*,No,NA,0.0000
RemoveWhere,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,"1,011,882.721 ns","13,693.6181 ns","12,809.0189 ns","3,307.2745 ns","1,016,758.789 ns","986,735.938 ns","1,002,461.426 ns","1,019,427.539 ns","1,028,006.250 ns",988.26,"-1,646.1372 ns",15.00,1.920,2.000,-0.5968,42,*,No,NA,0.0000
RemoveWhere,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,"2,050,269.661 ns","26,299.4261 ns","24,600.4995 ns","6,351.8217 ns","2,049,432.031 ns","1,990,158.984 ns","2,037,826.953 ns","2,067,007.227 ns","2,087,838.672 ns",487.74,"-3,168.4108 ns",15.00,3.091,2.000,-0.6263,43,*,No,NA,0.0000
RemoveWhere,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"3,947,680.804 ns","70,298.1519 ns","62,317.4807 ns","16,655.0473 ns","3,944,265.234 ns","3,836,340.625 ns","3,926,417.969 ns","3,995,575.391 ns","4,041,349.219 ns",253.31,"-8,320.5236 ns",14.00,2.003,2.000,-0.2688,44,*,No,NA,0.0000
RemoveWhere,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"7,881,165.625 ns","147,131.2851 ns","169,436.6068 ns","37,887.1771 ns","7,857,710.938 ns","7,675,204.688 ns","7,741,938.281 ns","7,974,543.750 ns","8,265,645.312 ns",126.88,"-18,933.5885 ns",20.00,2.760,2.000,0.8102,45,*,No,NA,0.0000
RemoveWhere,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"16,034,500.833 ns","200,741.7384 ns","187,773.9467 ns","48,483.0246 ns","15,994,546.875 ns","15,741,571.875 ns","15,914,373.438 ns","16,172,118.750 ns","16,375,671.875 ns",62.37,"-24,234.0123 ns",15.00,1.821,2.000,0.0617,46,*,No,NA,0.0000
RemoveWhere,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"32,237,209.583 ns","345,370.1204 ns","323,059.4251 ns","83,413.5849 ns","32,294,018.750 ns","31,627,081.250 ns","32,079,062.500 ns","32,395,365.625 ns","32,807,193.750 ns",31.02,"-41,699.2924 ns",15.00,2.357,2.000,-0.0440,47,*,No,NA,0.0000
RemoveWhere,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"67,412,433.929 ns","1,235,674.5608 ns","1,095,393.3130 ns","292,756.1772 ns","67,203,712.500 ns","65,569,050.000 ns","66,739,440.625 ns","67,986,471.875 ns","69,626,125.000 ns",14.83,"-146,371.0886 ns",14.00,2.268,2.000,0.3487,48,*,No,NA,0.0000
Reset,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,"499,540.228 ns","5,148.6818 ns","4,816.0801 ns","1,243.5065 ns","499,513.965 ns","492,298.340 ns","495,878.809 ns","501,759.180 ns","507,970.508 ns","2,001.84",-614.2533 ns,15.00,1.802,2.000,0.1902,41,*,No,"9,257 B",0.0000
Reset,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,"1,017,693.820 ns","12,461.6972 ns","11,046.9699 ns","2,952.4269 ns","1,019,883.203 ns","993,889.453 ns","1,015,890.186 ns","1,025,120.215 ns","1,030,100.195 ns",982.61,"-1,469.2135 ns",14.00,2.675,2.000,-0.9313,42,*,No,"9,257 B",0.0000
Reset,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,"2,004,641.849 ns","34,051.9307 ns","31,852.1972 ns","8,224.2019 ns","2,003,254.297 ns","1,946,303.516 ns","1,984,258.984 ns","2,025,813.086 ns","2,055,908.594 ns",498.84,"-4,104.6010 ns",15.00,1.830,2.000,-0.0950,43,*,No,"9,253 B",0.0000
Reset,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"3,951,447.486 ns","78,082.0963 ns","98,748.8595 ns","20,590.5606 ns","3,980,917.188 ns","3,784,634.375 ns","3,840,514.844 ns","4,039,146.094 ns","4,077,770.312 ns",253.07,"-10,283.7803 ns",23.00,1.449,2.714,-0.3720,44,*,No,"9,257 B",0.0000
Reset,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"7,958,905.566 ns","155,336.0456 ns","152,560.7671 ns","38,140.1918 ns","7,952,436.719 ns","7,729,148.438 ns","7,826,840.234 ns","8,081,357.031 ns","8,214,787.500 ns",125.65,"-19,062.0959 ns",16.00,1.704,2.000,0.0321,45,*,No,"9,239 B",0.0000
Reset,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"15,723,695.536 ns","198,954.1706 ns","176,367.6901 ns","47,136.2479 ns","15,785,325.000 ns","15,469,621.875 ns","15,584,646.875 ns","15,854,725.000 ns","15,960,918.750 ns",63.60,"-23,561.1239 ns",14.00,1.321,2.000,-0.2336,46,*,No,"9,249 B",0.0000
Reset,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"32,780,626.250 ns","517,197.0835 ns","483,786.4730 ns","124,913.1302 ns","32,672,181.250 ns","32,019,406.250 ns","32,499,618.750 ns","33,023,871.875 ns","33,738,268.750 ns",30.51,"-62,449.0651 ns",15.00,2.537,2.000,0.5883,47,*,No,"9,249 B",0.0000
Reset,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"66,403,341.346 ns","1,318,980.2524 ns","3,083,074.0474 ns","382,408.2712 ns","68,680,987.500 ns","62,485,012.500 ns","63,382,825.000 ns","69,247,812.500 ns","70,471,387.500 ns",15.06,"-191,171.6356 ns",65.00,1.068,3.939,-0.0362,48,*,No,"8,279 B",0.0000
SetEquals,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,"502,681.224 ns","7,617.7851 ns","7,125.6809 ns","1,839.8429 ns","500,155.859 ns","494,036.230 ns","498,377.197 ns","507,479.102 ns","518,961.621 ns","1,989.33",-912.4214 ns,15.00,2.453,2.000,0.6771,41,*,No,"6,429 B",0.0000
